prayer,create_date,answer_date,category,answer,display_count
How to make Casas Council meetings work effectively with Zoom, 21-Aug-2022, 19-Nov-2022,none,,
TLBE retrospective, 21-Aug-2022, 01-Dec-2022,none,,
Remember to enjoy every aspect of life today, 21-Aug-2022,,me,,
Align the available resources so David can take advantage of them, 21-Aug-2022,,brothers and sisters,,
Strengthen and guide Dave and Cindy as they struggle with helping David, 17-Aug-2022,,brothers and sisters,,
"Guide David's thinking, work out the best thing for his life", 14-Aug-2022,,brothers and sisters,,
Give Dave and Cindy peace and guide their decisions for Your glory, 14-Aug-2022,,brothers and sisters,,
Refactoring our homepage and the Responsibility Scorecard, 31-Jul-2022, 13-Nov-2022,none,,
Heal my left Achilles tendon!, 31-Jul-2022, 01-Dec-2022,none,,
Healing for my Achilles tendon, 27-Jul-2022, 14-Nov-2022,none,,
Work in the heart of Greg Wexler to bring about Your will in his life, 27-Jul-2022, 25-Jan-2023,casas,,
"GTM, GA4, Gads, and TLB Elite", 24-Jul-2022, 24-Dec-2022,trc,,
Pastor Ben's devotional, 24-Jul-2022, 21-Dec-2022,me,,
Preparation for and meeting of our small group, 17-Jul-2022, 19-Nov-2022,none,,
Diane's niece with thyroid cancer, 17-Jul-2022, 27-Jan-2023,brothers and sisters,,
Help me figure out Google Tag Manager, 17-Jul-2022, 21-Dec-2022,me,,
New worship music leader for Casas, 17-Jul-2022, 04-Dec-2022,casas,,
"Thank you, Lord Jesus, for my granddaughter Karli and Your work in her life", 12-Jul-2022, 08-Feb-2023,family,,
"The Lord is my shepherd; I shall not want. He makes me to lie down in green pastures; He leads me beside the still waters. He restores my soul; He leads me in the paths of righteousness For His name’s sake. Yea, though I walk through the valley of the shadow of death, I will fear no evil; For You are with me; Your rod and Your staff, they comfort me. You prepare a table before me in the presence of my enemies; You anoint my head with oil; My cup runs over. Surely goodness and mercy shall follow me all the days of my life; And I will dwell in the house of the Lord Forever.Psalms 23:1‭-‬6 NKJVhttps://bible.com/bible/114/psa.23.1-6.NKJV", 10-Jul-2022,,me,,
How can I serve Robin today?, 10-Jul-2022,,robin,,
Laurie and Robert would come to know You as Lord and Savior, 03-Jul-2022,,family,,
Health and protection from covid for Casas leadership and staff, 03-Jul-2022, 08-Feb-2023,casas,,
"Move in Karli's heart today, drawing her to You", 03-Jul-2022,,family,,
Work through the worship team to reach people today, 03-Jul-2022, 21-Dec-2022,casas,,
Linda's balance and posture, 26-Jun-2022, 08-Feb-2023,none,,
That Pastor Glenn prioritizes spiritual disciplines that protect his heart and mind from error, 26-Jun-2022, 13-Feb-2023,casas,,
"Take delight in the Lord, and he will give you your heart’s desires. Commit everything you do to the Lord. Trust him, and he will help you. Psalms 37:4‭-‬5 NLTLord, I want to feel about my own life the same emotions that I feel when I observe others' situations.", 26-Jun-2022,,me,,
Basketball at Dove Mountain Park?, 25-Jun-2022, 13-Feb-2023,me,,
"Lord, guide me to instrument the agile coach landing page", 19-Jun-2022, 24-Dec-2022,trc,,
How much value are we really getting from TLB Elite?, 19-Jun-2022, 07-Dec-2022,trc,,
How can I be an effective member of Casas Council?, 19-Jun-2022, 13-Feb-2023,me,,
"Lord, give Kim wisdom to know right from wrong", 19-Jun-2022,,family,,
Guide Kim in her financial decision making, 19-Jun-2022, 11-Mar-2023,family,,
"Lord, guide Kim in her pursuit of buying a house", 19-Jun-2022, 13-Feb-2023,family,,
How do decisions of Casas Council persist?, 19-Jun-2022, 08-Feb-2023,casas,,
Guide Pastor Glenn and protect him from every kind of immorality, 19-Jun-2022, 13-Feb-2023,casas,,
Strength and healing for my elbows, 19-Jun-2022, 17-Apr-2023,me,,
"Come, Holy Spirit. Fulfill your promise among us again today.
Thank you that every time we pray, ‘Come, Holy Spirit,’ the Holy Spirit comes and we experience an increased sense of the presence of God among us. Help me to prioritise my time and enjoy your awesome presence with me. In Jesus's Name.", 18-Jun-2022,,me,,
"Lord, please give me wisdom and guidance as I talk to Kim about her doins", 16-Jun-2022, 13-Feb-2023,family,,
"Father God, please grant me wisdom in all these areas: 1. decision making, 2. choosing and building a team, 3. delegation, 4. peacemaking, 5. insight and discernment, 6. pursuing God’s cause", 16-Jun-2022,,me,,
Intimacy and spiritual growth for our small group, 12-Jun-2022,,brothers and sisters,,
Help me remember that which is important to Robin - preparing for guests, 12-Jun-2022,,me,,
Safety for Karli while Kim is away, 05-Jun-2022,,family,,
Wayne Barteau and Carol Ann, 05-Jun-2022, 08-Feb-2023,brothers and sisters,,
"Lord, give Robin relief from her ailment", 05-Jun-2022, 11-Jan-2023,robin,,
Bless and guide Jenny Kempf in her role as worship team leader, 05-Jun-2022, 13-Feb-2023,casas,,
How can I best support Robin?, 05-Jun-2022,,me,,
Security at Casas Christian School?, 29-May-2022, 13-Feb-2023,casas,,
"Frank, Cherrie, and Matt and Kaylee come to know You, Lord", 29-May-2022,,friends,,
"Mad Dog, Cara, Amy, and Adam come to know and accept You, Lord Jesus", 29-May-2022,,friends,,
Help me keep up my enthusiasm to complete Google Ads stuff, 29-May-2022, 24-Dec-2022,me,,
Strength for today's hike, 29-May-2022, 17-Jan-2023,me,,
Google Ads landing page, 29-May-2022, 24-Dec-2022,me,,
Mike's arm improves and he finds activity, 29-May-2022, 24-Dec-2022,friends,,
"Mike, Lynn, Sarah, Brian, and their families come to know You, Lord", 29-May-2022, 22-Jan-2023,friends,,
"Mad Dog and his family, healing in their grief for the loss of Dina", 29-May-2022, 08-Feb-2023,friends,,
"Jeremy, Amy, Evelyn, and Andy come to know and accept You, Lord Jesus", 20-May-2022,,family,,
"Lord, guide Pastor Glenn and his leadership team as they guide our church", 20-May-2022,,casas,,
"Bless Casas Christian School, Josh, and his leadership team", 14-May-2022,,casas,,
"Abel and Lyssa, that they follow You, Lord Jesus; bless and enlighten them", 11-May-2022,,brothers and sisters,,
Special Casas Council meeting this evening, 05-Nov-2022, 06-Nov-2022,none,,
Preparation for our camping trip to Patagonia, 05-Nov-2022, 06-Nov-2022,none,,
Help me communicate with Jenny about my schedule conflict, 05-Nov-2022, 06-Nov-2022,none,,
Send Karli to high school event at Casas?, 29-Oct-2022, 30-Oct-2022,none,,
Melanoma and its treatment, 22-Oct-2022, 23-Oct-2022,none,,
See orthopedist about my knee?, 15-Oct-2022, 16-Oct-2022,none,,
Get rid of my cough, 15-Oct-2022, 16-Oct-2022,none,,
Dermatologist, 15-Oct-2022, 16-Oct-2022,none,,
Appointments for oil change and front-end alignment, 08-Oct-2022, 09-Oct-2022,none,,
Dermatologist appointment, 08-Oct-2022, 09-Oct-2022,none,,
Strength and time for today's hike with Chris, 08-Oct-2022, 09-Oct-2022,none,,
Schedule conflict with Ryan's visit to our small group, 08-Oct-2022, 09-Oct-2022,none,,
Successful surgery and safety for my good buddy Frank, 08-Oct-2022, 09-Oct-2022,none,,
Our time together with Rick and Diane as we go to a musical and eat, 08-Oct-2022, 09-Oct-2022,none,,
Pastor Ryan's visit to our small group, 08-Oct-2022, 09-Oct-2022,none,,
Bless our time together as Kimberly and I go to a music event, 08-Oct-2022, 09-Oct-2022,none,,
Karli connection opportunity about her computer, 17-Sep-2022, 18-Sep-2022,none,,
Connect with Kim, 10-Sep-2022, 11-Sep-2022,none,,
"I feel bad, lacking because I said no to my daughter's request", 10-Sep-2022, 11-Sep-2022,none,,
How do I respond to my daughter's request for money?, 03-Sep-2022, 04-Sep-2022,none,,
Walking and hiking with the Weaver's, 20-Aug-2022, 21-Aug-2022,none,,
Preparations for Michigan trip, 20-Aug-2022, 21-Aug-2022,none,,
Make the Weaver's air conditioning and refrigerator work well, 20-Aug-2022, 21-Aug-2022,none,,
Sharing with Kit at lunch today, 20-Aug-2022, 21-Aug-2022,none,,
RV water tank, 20-Aug-2022, 21-Aug-2022,none,,
Walking and hiking with the Weaver's, 20-Aug-2022, 21-Aug-2022,none,,
Great time with Booth and Nicki this weekend, 13-Aug-2022, 14-Aug-2022,none,,
Help me get over this cold, 06-Aug-2022, 07-Aug-2022,none,,
"I grow weary of sitting around not feeling well, heal me, Lord!", 06-Aug-2022, 07-Aug-2022,none,,
Anna Bell's move goes smoothly, 06-Aug-2022, 07-Aug-2022,none,,
Cowboy poetry in Prescott with Booth and Nicki, 06-Aug-2022, 07-Aug-2022,none,,
Help us get ready for traveling, 06-Aug-2022, 07-Aug-2022,none,,
Help me process Mike's legal document, 30-Jul-2022, 31-Jul-2022,none,,
Casas Church mission launch this evening, 30-Jul-2022, 31-Jul-2022,none,,
"Lord, put in my heart and mind wisdom for supporting the team in the", 30-Jul-2022, 31-Jul-2022,none,,
Guide Mike Fleishman as he prepares for the settlement conference, 30-Jul-2022, 31-Jul-2022,none,,
Guide Jamie as she prepares a communication plan for the lawsuit, 30-Jul-2022, 31-Jul-2022,none,,
Casas Council committee meeting with Pastor Glenn for negotiation, 30-Jul-2022, 31-Jul-2022,none,,
Our planning and preparation for Michigan 2022, 30-Jul-2022, 31-Jul-2022,none,,
Protect Casas Church from the lawsuit, 23-Jul-2022, 24-Jul-2022,none,,
Mt Lemmon camping trip, 23-Jul-2022, 24-Jul-2022,none,,
August 9th settlement hearing?, 23-Jul-2022, 24-Jul-2022,none,,
Planning for our trip to Michigan, 23-Jul-2022, 24-Jul-2022,none,,
"Lord, move in Greg Wexler's heart and mind as You see fit", 23-Jul-2022, 24-Jul-2022,none,,
Bring clarity about Your will for handling the Casas lawsuit, 23-Jul-2022, 24-Jul-2022,none,,
Review of Casas Church lawsuit settlement scenarios, 23-Jul-2022, 24-Jul-2022,none,,
"Ram van oil change, schedule, timing, operation, et al", 23-Jul-2022, 24-Jul-2022,none,,
Middle school camp this week, 16-Jul-2022, 17-Jul-2022,none,,
All goes well with removal of Rick and Diane's tree, 16-Jul-2022, 17-Jul-2022,none,,
The Wing family as they grieve the passing of their father, 16-Jul-2022, 17-Jul-2022,none,,
Volunteer meeting to launch new Casas mission statement, 16-Jul-2022, 17-Jul-2022,none,,
Safety in travel for Rick and Diane, 16-Jul-2022, 17-Jul-2022,none,,
Safety in travel for Booth and Nicki, 16-Jul-2022, 17-Jul-2022,none,,
Rain barrel project, 09-Jul-2022, 10-Jul-2022,none,,
Karli is productive with her lines et al today, 09-Jul-2022, 10-Jul-2022,none,,
A great time with Karli and the Moilanen's today, 09-Jul-2022, 10-Jul-2022,none,,
Celebration lunch today with Karli, 09-Jul-2022, 10-Jul-2022,none,,
Help me set up Karli's Chromebook and guide her use of it, 09-Jul-2022, 10-Jul-2022,none,,
Be with and guide Karli and all the kids at the Gaslight Kids Camp, 09-Jul-2022, 10-Jul-2022,none,,
Our welcome for agile coaches to the coping to growing emails, 09-Jul-2022, 10-Jul-2022,none,,
Call to Delta to change pickup person, 09-Jul-2022, 10-Jul-2022,none,,
Drive to Phoenix for Karli's early flight to DTW, 09-Jul-2022, 10-Jul-2022,none,,
Front closet project, 09-Jul-2022, 10-Jul-2022,none,,
Travel to Sky Harbor early Monday morning, 09-Jul-2022, 10-Jul-2022,none,,
Our planning and preparation for Michigan 2022, 09-Jul-2022, 10-Jul-2022,none,,
"Middle School Ministries for Karli this evening, Lord Jesus teach her", 02-Jul-2022, 03-Jul-2022,none,,
Give Karli the memory she needs to audition successfully. May the, 02-Jul-2022, 03-Jul-2022,none,,
"Lord, help me talk to Karli about You", 02-Jul-2022, 03-Jul-2022,none,,
Chromebook for Karli?, 02-Jul-2022, 03-Jul-2022,none,,
"Lord, meet with Karli during her visit with us, MSM, and Gaslight", 02-Jul-2022, 03-Jul-2022,none,,
Karli will find friendship at Gaslight Kids Camp and MSM, 02-Jul-2022, 03-Jul-2022,none,,
That Karli will have courage and be bold at Gaslight Kids Camp, 02-Jul-2022, 03-Jul-2022,none,,
Casas fall kickoff and mission launch, 02-Jul-2022, 03-Jul-2022,none,,
Bring peace to Karli and interactions with her compadres, 02-Jul-2022, 03-Jul-2022,none,,
Inspiration for Karli and me at worship team rehearsal, 02-Jul-2022, 03-Jul-2022,none,,
A chance to share with Karli our families' and my stories, 02-Jul-2022, 03-Jul-2022,none,,
Karli and friends know their lines and nail their performances, 02-Jul-2022, 03-Jul-2022,none,,
Bob's heart condition, 25-Jun-2022, 26-Jun-2022,none,,
Safety and enjoyment for Kit and Alison during their trip, 25-Jun-2022, 26-Jun-2022,none,,
Effective communication with Karli and Karen about traveling, 25-Jun-2022, 26-Jun-2022,none,,
How can we engage with David while his parents are gone?, 25-Jun-2022, 26-Jun-2022,none,,
Robin's new medicine arrives right away, 25-Jun-2022, 26-Jun-2022,none,,
Arrival of Robin's new medicine and its efficacy, 25-Jun-2022, 26-Jun-2022,none,,
Christopher stuck in Mexico with covid, 25-Jun-2022, 26-Jun-2022,none,,
A third iteration of the Google Ads landing page, 25-Jun-2022, 26-Jun-2022,none,,
Safe travels and timelines for me. Karen. and Karli today, 25-Jun-2022, 26-Jun-2022,none,,
Collagen to strengthen my joints and body?, 18-Jun-2022, 19-Jun-2022,none,,
Dwight Yoakam at the Rialto in September?, 18-Jun-2022, 19-Jun-2022,none,,
Travel to Michigan this summer?, 18-Jun-2022, 19-Jun-2022,none,,
What is Casas's new mission statement?, 18-Jun-2022, 19-Jun-2022,none,,
Help me explain to Kit what is going on at Casas, 18-Jun-2022, 19-Jun-2022,none,,
High school camp, 18-Jun-2022, 19-Jun-2022,none,,
Staff retreat, 18-Jun-2022, 19-Jun-2022,none,,
Frank's neck surgery in early October, 18-Jun-2022, 19-Jun-2022,none,,
TLB Elite and collaboration session today, 11-Jun-2022, 12-Jun-2022,none,,
TLB Elite meeting this week?, 11-Jun-2022, 12-Jun-2022,none,,
Preparations and safe travel for Mingus Mountain, 11-Jun-2022, 12-Jun-2022,none,,
Safe travels for Kim and timely return, 04-Jun-2022, 05-Jun-2022,none,,
All is well with the camper van, 04-Jun-2022, 05-Jun-2022,none,,
Camping with friends at Mingus Mountain, 04-Jun-2022, 05-Jun-2022,none,,
Karen Dietz's and Karli's time together, 04-Jun-2022, 05-Jun-2022,none,,
"Chuck is coming home today, entering the next phase of recovery", 04-Jun-2022, 05-Jun-2022,none,,
Our camping trip to Mingus Mountain?, 04-Jun-2022, 05-Jun-2022,none,,
Arrangements for Karli's return after Gaslight camp, 04-Jun-2022, 05-Jun-2022,none,,
Safe travels for Kim and timely return, 04-Jun-2022, 05-Jun-2022,none,,
May funds arrive in time to avoid a bounced check, 28-May-2022, 29-May-2022,none,,
"A great time of fellowship with Glenn, Angie, and our small group", 28-May-2022, 29-May-2022,none,,
Understanding of how the banking system works, 28-May-2022, 29-May-2022,none,,
Flight arrangements for Karli's visit, 28-May-2022, 29-May-2022,none,,
"Lord, help me straighten out this overdraft mess", 28-May-2022, 29-May-2022,none,,
Achieving Chuck's therapy goals so he can come home, 28-May-2022, 29-May-2022,none,,
Alison's shoulder physical therapy enables her to play golf, 28-May-2022, 29-May-2022,none,,
A great hike leading us up Mt Lemmon, 28-May-2022, 29-May-2022,none,,
Withdrawal for 2021 taxes, 28-May-2022, 29-May-2022,none,,
Preparations for Pastor Glenn's and Angie's visit, 28-May-2022, 29-May-2022,none,,
Am I in bounds with my Casa Council request to review?, 28-May-2022, 29-May-2022,none,,
Words of welcome for Pastor Glenn and Angie?, 28-May-2022, 29-May-2022,none,,
Where for Karli after Gaslight camp?, 28-May-2022, 29-May-2022,none,,
Safety and fun for all during today's cactus rescue, 28-May-2022, 29-May-2022,none,,
Robert Wing's father Bob as he struggles with old age, 21-May-2022, 22-May-2022,none,,
Bible study at the Fowler's, 21-May-2022, 22-May-2022,none,,
"Humming pipes, Lord, please help me find the cause and fix it", 21-May-2022, 22-May-2022,none,,
Email security for Casas Council and the church, 14-May-2022, 15-May-2022,none,,
"Is this a cold coming on? Lord, help me get through it quickly.", 14-May-2022, 15-May-2022,none,,
Chuck to get past his episodes of low blood pressure, 14-May-2022, 15-May-2022,none,,
Hiking today, 07-May-2022, 08-May-2022,none,,
Effectiveness of rehab for Chuck, 07-May-2022, 08-May-2022,none,,
Chuck and rehab - may Your will be done, 07-May-2022, 08-May-2022,none,,
Rehab for Chuck?, 07-May-2022, 08-May-2022,none,,
Visiting Chuck today?, 07-May-2022, 08-May-2022,none,,
Small group Bible study this Saturday, 30-Apr-2022, 01-May-2022,none,,
Dinner and games with the Weaver's, 30-Apr-2022, 01-May-2022,none,,
Dinner and the Fox with Kit and Alison this Friday, 30-Apr-2022, 01-May-2022,none,,
Termite protection?, 30-Apr-2022, 01-May-2022,none,,
Safety and awe on today's hike with Kit and Dave W, 30-Apr-2022, 01-May-2022,none,,
Dinner and games at the Weaver's, 30-Apr-2022, 01-May-2022,none,,
Romans Bible study at our house with Robin, 30-Apr-2022, 01-May-2022,none,,
May Chuck's friends and family find time to visit him, 30-Apr-2022, 01-May-2022,none,,
Visiting Chuck and traveling with Kris, 30-Apr-2022, 01-May-2022,none,,
Small group Bible study this Saturday, 30-Apr-2022, 01-May-2022,none,,
Mastery with Bill today, 23-Apr-2022, 24-Apr-2022,none,,
Kris Mattson's visit and hiking with Kit, 23-Apr-2022, 24-Apr-2022,none,,
"Thank you, Lord for Karli’s call, about the Thomas family history and", 23-Apr-2022, 24-Apr-2022,none,,
Review of 2021 taxes, 23-Apr-2022, 24-Apr-2022,none,,
TLBE 90-day priorities, 23-Apr-2022, 24-Apr-2022,none,,
Leave for camping Sunday at White Rock, 23-Apr-2022, 24-Apr-2022,none,,
Safe travels for Ryan and Savanna, 23-Apr-2022, 24-Apr-2022,none,,
Devotional for May, 23-Apr-2022, 24-Apr-2022,none,,
Completing April devotional, 23-Apr-2022, 24-Apr-2022,none,,
Many new people to know You at Easter service, 16-Apr-2022, 17-Apr-2022,none,,
Great Easter service with Ryan and Savanna with a message from You, 16-Apr-2022, 17-Apr-2022,none,,
Safe travels for Laurie and Robert, 09-Apr-2022, 10-Apr-2022,none,,
Great lunch with Laurie and Robert, 09-Apr-2022, 10-Apr-2022,none,,
Wrapping up text on Leadership Scorecard results page, 09-Apr-2022, 10-Apr-2022,none,,
Preparation of MKS (check engine light) for emissions test, 09-Apr-2022, 10-Apr-2022,none,,
Farewell dinner with Laurie and Robert, 09-Apr-2022, 10-Apr-2022,none,,
Mike's surgery, 09-Apr-2022, 10-Apr-2022,none,,
Stage Captain this week, 09-Apr-2022, 10-Apr-2022,none,,
Strength and wisdom for today's hike, 09-Apr-2022, 10-Apr-2022,none,,
Steinklinkers group of men Tuesday, 09-Apr-2022, 10-Apr-2022,none,,
Thank you for great moments with Laurie while constructing TV cover, 09-Apr-2022, 10-Apr-2022,none,,
Moilanen's patio TV, 02-Apr-2022, 03-Apr-2022,none,,
Hiking today with rain in the forecast, 02-Apr-2022, 03-Apr-2022,none,,
Bible study this week at Rick's and Diane's home, 02-Apr-2022, 03-Apr-2022,none,,
Making April graphic with Karli, 02-Apr-2022, 03-Apr-2022,none,,
Saturday mounting TV at Moilanen's, 02-Apr-2022, 03-Apr-2022,none,,
Making TV cover with Laurie, 02-Apr-2022, 03-Apr-2022,none,,
MKS emissions test, 02-Apr-2022, 03-Apr-2022,none,,
"Lord, is refusing to cosign for my daughter the best thing?", 26-Mar-2022, 27-Mar-2022,none,,
Value Proposition Design, 26-Mar-2022, 27-Mar-2022,none,,
Karli's visit to youth group tonight, 26-Mar-2022, 27-Mar-2022,none,,
I groan about dealing with my daughter Kimberly, 26-Mar-2022, 27-Mar-2022,none,,
"Lord, be with Karli and me during our hike today", 26-Mar-2022, 27-Mar-2022,none,,
"Thank you, Lord, for a great visit with Karli", 26-Mar-2022, 27-Mar-2022,none,,
Safe travels for Karli as she returns home to her mom., 26-Mar-2022, 27-Mar-2022,none,,
How do I want to respond to Kimberly's text?, 26-Mar-2022, 27-Mar-2022,none,,
Be with us during our dinner with Laurie and Robert this evening, 26-Mar-2022, 27-Mar-2022,none,,
Be with us as we visit the presentation on baskets today, 26-Mar-2022, 27-Mar-2022,none,,
Walking with Karli during her time visiting, 19-Mar-2022, 20-Mar-2022,none,,
Meeting with Pastor Glenn today, 19-Mar-2022, 20-Mar-2022,none,,
Meeting with Pastor Glenn this Thursday, 19-Mar-2022, 20-Mar-2022,none,,
Connect with Kim today to make arrangements for Karli's visits, 19-Mar-2022, 20-Mar-2022,none,,
Gaslight camp for Karli?, 19-Mar-2022, 20-Mar-2022,none,,
Get Karli this Saturday, 19-Mar-2022, 20-Mar-2022,none,,
Walks and talks with Karli, 19-Mar-2022, 20-Mar-2022,none,,
Horseback riding with Karli Thursday (and Laurie), 19-Mar-2022, 20-Mar-2022,none,,
Safe travels for Kim and Karli, 19-Mar-2022, 20-Mar-2022,none,,
TV mount for Moilanen's and Robin, 19-Mar-2022, 20-Mar-2022,none,,
Our time with Karli as she visits this week, 19-Mar-2022, 20-Mar-2022,none,,
Lunch with Helping Hands group this Sunday?, 19-Mar-2022, 20-Mar-2022,none,,
Weed control happens and is effective, 19-Mar-2022, 20-Mar-2022,none,,
Christopher's business trip to California, 19-Mar-2022, 20-Mar-2022,none,,
Karli with middle school group at church, 19-Mar-2022, 20-Mar-2022,none,,
Fun and joy swimming, 19-Mar-2022, 20-Mar-2022,none,,
Programming my watch, 12-Mar-2022, 13-Mar-2022,none,,
TLB Elite?, 12-Mar-2022, 13-Mar-2022,none,,
Your glory for Sunday services, 12-Mar-2022, 13-Mar-2022,none,,
Strength in my hiking today, 12-Mar-2022, 13-Mar-2022,none,,
Fixes for the MKS, 12-Mar-2022, 13-Mar-2022,none,,
Filling out the application for TLB Elite, 12-Mar-2022, 13-Mar-2022,none,,
Camera 3 today, 12-Mar-2022, 13-Mar-2022,none,,
Send consciousness article to Kim?, 05-Mar-2022, 06-Mar-2022,none,,
Join ministry to help people with home repair projects?, 05-Mar-2022, 06-Mar-2022,none,,
Move in the lives of Your people during service today, 05-Mar-2022, 06-Mar-2022,none,,
Great visit for friend of Rick and Diane, 05-Mar-2022, 06-Mar-2022,none,,
Dale and Mary Buckner visit us today, 05-Mar-2022, 06-Mar-2022,none,,
Reaching out to track buddies about Watkins Glen in June, 26-Feb-2022, 27-Feb-2022,none,,
"Lord, please bring my daughter Kimberly home safely from Mexi37w", 26-Feb-2022, 27-Feb-2022,none,,
Robin's comfort for Michael Martin Murphy's concert, 26-Feb-2022, 27-Feb-2022,none,,
Finish the RCN offer for R-T course, 26-Feb-2022, 27-Feb-2022,none,,
Safety for Kim as she travels in Mexico, 26-Feb-2022, 27-Feb-2022,none,,
Become part of the Casas board?, 26-Feb-2022, 27-Feb-2022,none,,
Michael Martin Murphy concert Friday, 19-Feb-2022, 20-Feb-2022,none,,
Bible study for small group?, 19-Feb-2022, 20-Feb-2022,none,,
Sunday services powerful communing with God, 19-Feb-2022, 20-Feb-2022,none,,
Church youth group going to Mexi38w, 19-Feb-2022, 20-Feb-2022,none,,
Leading our small group Bible study this Friday, 19-Feb-2022, 20-Feb-2022,none,,
Jeep adventure with Dave Weaver, 19-Feb-2022, 20-Feb-2022,none,,
Hiking with Kit today, 19-Feb-2022, 20-Feb-2022,none,,
Robin feels well enough for trip to Wickenburg, 12-Feb-2022, 13-Feb-2022,none,,
PB's February devotional, 12-Feb-2022, 13-Feb-2022,none,,
Bless our time at Gospel Rescue Mission; may Your will be done, 12-Feb-2022, 13-Feb-2022,none,,
Keep my path straight and my eyes on You in my travels today, 12-Feb-2022, 13-Feb-2022,none,,
Intimacy in our Bible study this week, 05-Feb-2022, 06-Feb-2022,none,,
Cowboy poetry festival with Booth and Nicki, 05-Feb-2022, 06-Feb-2022,none,,
Guide me in lunch with Tyler, 05-Feb-2022, 06-Feb-2022,none,,
Visit to Gospel Rescue Mission, 05-Feb-2022, 06-Feb-2022,none,,
Submit PB's devotional to YouVerse?, 05-Feb-2022, 06-Feb-2022,none,,
Our trip to Wickenburg, 05-Feb-2022, 06-Feb-2022,none,,
May Robin's doctor's visit ease her struggle and make her feel better, 05-Feb-2022, 06-Feb-2022,none,,
Intimacy in our Bible study this week, 05-Feb-2022, 06-Feb-2022,none,,
My interaction with Peter Calvert, 29-Jan-2022, 30-Jan-2022,none,,
Our trip to Organ Pipe with our neighbors, 22-Jan-2022, 23-Jan-2022,none,,
Knee exercises alleviate stiffness and promote flexibility, 15-Jan-2022, 16-Jan-2022,none,,
Kim and Karli visit for the Gem and Mineral Sow?, 15-Jan-2022, 16-Jan-2022,none,,
Hernia surgery follow up tomorrow, 08-Jan-2022, 09-Jan-2022,none,,
Small group Bible study this week, 08-Jan-2022, 09-Jan-2022,none,,
Hiking with knee strength today, 08-Jan-2022, 09-Jan-2022,none,,
"Prevention and healing for Phil, Booth, Kit, Buddy, and Greg", 08-Jan-2022, 09-Jan-2022,none,,
"Donate to The Chosen, The Bible Project", 08-Jan-2022, 09-Jan-2022,none,,
Small group Bible study tonight, 08-Jan-2022, 09-Jan-2022,none,,
Karli's not feeling well, 08-Jan-2022, 09-Jan-2022,none,,
Leadership Scorecard on our homepage, 08-Jan-2022, 09-Jan-2022,none,,
Bring people to enroll in Cohort 6, 08-Jan-2022, 09-Jan-2022,none,,
Hiking and knee improvement, 08-Jan-2022, 09-Jan-2022,none,,
Hiking with knee strength today, 08-Jan-2022, 09-Jan-2022,none,,
TRC persona, 25-Dec-2021, 26-Dec-2021,none,,
"Robin, Immersion?", 25-Dec-2021, 26-Dec-2021,none,,
"Our Christmas at Casas service; the workers, production, visitors, ...", 25-Dec-2021, 26-Dec-2021,none,,
Laurie and Robert attending Christmas at Casa?, 25-Dec-2021, 26-Dec-2021,none,,
People over for hand and foot this evening, 18-Dec-2021, 19-Dec-2021,none,,
Getting stitches removed today, 18-Dec-2021, 19-Dec-2021,none,,
"Constipated? Help me, Lord!", 18-Dec-2021, 19-Dec-2021,none,,
Hernia surgery tomorrow, 18-Dec-2021, 19-Dec-2021,none,,
Robin's social security?, 18-Dec-2021, 19-Dec-2021,none,,
Painting of kitchen island and nook, 11-Dec-2021, 12-Dec-2021,none,,
Removal of odors from Robin's Christmas tree blanket, 11-Dec-2021, 12-Dec-2021,none,,
Health and recovery for Ryan and Savanna, 11-Dec-2021, 12-Dec-2021,none,,
"Christmas dinner with Laurie, Robert, Linda, and Bob", 11-Dec-2021, 12-Dec-2021,none,,
Work out our finances for giving, 11-Dec-2021, 12-Dec-2021,none,,
Time of visit with Karli over Christmas season, 11-Dec-2021, 12-Dec-2021,none,,
"A great hike today, strengthen my knee and remove soreness", 11-Dec-2021, 12-Dec-2021,none,,
Waters Edge 2022?, 11-Dec-2021, 12-Dec-2021,none,,
Draw closer to Mike through our football pool, 11-Dec-2021, 12-Dec-2021,none,,
Big toe and ball of foot, 11-Dec-2021, 12-Dec-2021,none,,
DMARC et al, 11-Dec-2021, 12-Dec-2021,none,,
Purchase an expensive painting?, 04-Dec-2021, 05-Dec-2021,none,,
Successful testing meeting with Sara, 04-Dec-2021, 05-Dec-2021,none,,
Mole surgery today, 04-Dec-2021, 05-Dec-2021,none,,
Duraboon an ounanaiva naintina?, 04-Dec-2021, 05-Dec-2021,none,,
Pastor Ben's devotional for December, 27-Nov-2021, 28-Nov-2021,none,,
Glorify You Lord at Thanksgiving dinner, 27-Nov-2021, 28-Nov-2021,none,,
Get to end of job for the RBS play, 27-Nov-2021, 28-Nov-2021,none,,
Strength to complete our hike today, 27-Nov-2021, 28-Nov-2021,none,,
لمن لمملا remove bio pain: ao ba feels remarkably better by Sunday, 20-Nov-2021, 21-Nov-2021,none,,
"Heal Rick, remove his pain; so he feels remarkably better by Sunday", 12-Nov-2021, 13-Nov-2021,none,,
May my dental procedure go well this morning, 12-Nov-2021, 13-Nov-2021,none,,
May all our preparations for camping go smoothly today, 12-Nov-2021, 13-Nov-2021,none,,
Camping with friends at Roper Lake, 12-Nov-2021, 13-Nov-2021,none,,
"Safe travels for Kim, Karli, and Anthony", 11-Nov-2021, 12-Nov-2021,none,,
